,recall,precision,macrof1,microf1,acc
0,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
1,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
2,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
3,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
4,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
5,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
6,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
7,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
8,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
9,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
10,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
11,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
12,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
13,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
14,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
15,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
16,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
17,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
18,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
19,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
20,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
21,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
22,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
23,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
24,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
25,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
26,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
27,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
28,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
29,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
30,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
31,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
32,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
33,0.16666666666666666,0.014685990338164251,0.02699342923104245,0.08811594202898551,0.08811594202898551
