recall,precision,macrof1,microf1,acc
0.2455188456123363,0.16464817991344755,0.17523303286092262,0.3600464576074332,0.3600464576074332
0.2459649669536312,0.1653602256209116,0.17587269891545868,0.3603368176538908,0.3603368176538908
0.2458726819776253,0.16511735493083457,0.17578523331333482,0.36019163763066203,0.36019163763066203
0.246149536905643,0.16561486280051757,0.1759875166426173,0.3606271777003484,0.3606271777003484
0.24597516931278765,0.16532069264039595,0.1756469584437291,0.3606271777003484,0.3606271777003484
0.24588798551635996,0.1651721630384551,0.1754760833708202,0.3606271777003484,0.3606271777003484
0.24626222659996178,0.16615384231835498,0.17571762793511747,0.36135307781649245,0.36135307781649245
0.24626732777954002,0.16614294458484635,0.17560960929047711,0.3614982578397213,0.3614982578397213
0.24654928388713593,0.16655129645071232,0.17569405895435053,0.3620789779326365,0.3620789779326365
0.24638511865343699,0.16622263031176088,0.17512498200441035,0.3623693379790941,0.3623693379790941
0.24685674589262296,0.16691237681973797,0.17522088029779545,0.3633855981416957,0.3633855981416957
0.24724118933538122,0.1674612466570228,0.1751347634818894,0.36440185830429733,0.36440185830429733
0.24770771539498898,0.16819422648681104,0.1753381432301171,0.3652729384436702,0.36527293844367015
0.24682057389197742,0.16660225041979743,0.17388101795783525,0.3648373983739837,0.3648373983739837
0.24692816240671797,0.16669660917704676,0.17358310868965,0.36541811846689903,0.365418118466899
0.2460359197241282,0.1650428487993351,0.17222203953823012,0.3648373983739837,0.3648373983739837
0.24623069203529646,0.16528808082646884,0.17209648162781183,0.36541811846689903,0.365418118466899
0.2467946042504883,0.1661581934016455,0.1722152824926051,0.3665795586527294,0.3665795586527294
0.2469174963039635,0.16614336467152724,0.17150044921141644,0.367595818815331,0.367595818815331
0.24702508481870408,0.16621005067446526,0.17116425792003678,0.3681765389082462,0.3681765389082462
0.24795813693791957,0.1678130114341575,0.1715057608653055,0.3699186991869919,0.3699186991869919
0.24743503415935345,0.16660083167087936,0.1703157001868065,0.3699186991869919,0.3699186991869919
