,recall,precision,macrof1,microf1,acc
0,0.22501675621736586,0.11938030145061848,0.13682075051696022,0.35421472937000886,0.35421472937000886
1,0.22524036981307247,0.11963509899146965,0.1369261017662282,0.35456965394853596,0.35456965394853596
2,0.22546398340877907,0.1198936808424152,0.13702841419037512,0.35492457852706305,0.354924578527063
3,0.22535809753579,0.11771422871719256,0.13639959406243707,0.3551020408163265,0.3551020408163265
4,0.22558171113149664,0.11796656354777571,0.13650122168889656,0.3554569653948536,0.3554569653948536
5,0.2259200919874887,0.11725124584717607,0.13636313837301708,0.35616681455190774,0.35616681455190774
6,0.2262555123810486,0.11760994727579314,0.1365182080909025,0.3566992014196983,0.3566992014196983
7,0.22670273957246184,0.11810302759299414,0.13672485874049178,0.35740905057675243,0.35740905057675243
8,0.22692635316816848,0.11835041854332812,0.13683038266390152,0.3577639751552795,0.3577639751552795
9,0.22759719395528832,0.11914688921286742,0.1371355218144293,0.35882874889086075,0.3588287488908607
10,0.22804442114670156,0.1196929690856186,0.13734178453853027,0.35953859804791477,0.3595385980479148
11,0.2274942685447314,0.11525213125928696,0.13618593614304028,0.3591836734693877,0.35918367346938773
12,0.2276060753425847,0.11536605074587998,0.1362365724072906,0.35936113575865125,0.3593611357586513
13,0.22771788214043803,0.1154810763521924,0.13628719980358622,0.35953859804791477,0.3595385980479148
14,0.22782968893829134,0.11559723027375106,0.13633781834567701,0.3597160603371783,0.35971606033717834
15,0.22816510933185125,0.1159721950444061,0.1364882005596299,0.36024844720496896,0.36024844720496896
16,0.2281710302567155,0.11316021428082426,0.13587623510544622,0.360603371783496,0.360603371783496
17,0.22795333758587316,0.10997477154055549,0.13515940335167614,0.360603371783496,0.360603371783496
18,0.22817695118157977,0.11013460649501078,0.13525796343908147,0.36095829636202315,0.3609582963620231
19,0.22817695118157977,0.11013460649501078,0.13525796343908147,0.36095829636202315,0.3609582963620231
20,0.22828875797943307,0.11021561716603392,0.1353072275617075,0.3611357586512866,0.3611357586512866
21,0.2285123715751397,0.1104449062663209,0.1354055033326226,0.3614906832298137,0.36149068322981365
22,0.22884779196869964,0.11069483034147326,0.135553162779098,0.3620230700976042,0.36202307009760426
23,0.22907140556440625,0.11099903775285165,0.13565109955908367,0.3623779946761313,0.3623779946761313
24,0.22907140556440625,0.11099903775285165,0.13565109955908367,0.3623779946761313,0.3623779946761313
25,0.22895959876655295,0.11084535866180383,0.13560213658450398,0.3622005323868678,0.3622005323868678
26,0.22895959876655295,0.11077975535781218,0.1356023614652553,0.3622005323868678,0.3622005323868678
27,0.2294068259579662,0.11119013196127625,0.1357988180242774,0.3629103815439219,0.3629103815439219
28,0.2294068259579662,0.11119013196127625,0.1357988180242774,0.3629103815439219,0.3629103815439219
29,0.229297979622545,0.10936866272829676,0.13543535333761234,0.3629103815439219,0.3629103815439219
30,0.2295215932182516,0.10951915573532219,0.1355329760798131,0.363265306122449,0.363265306122449
31,0.22985701361181154,0.10975048699695683,0.13567932786558662,0.3637976929902396,0.36379769299023956
32,0.23008062720751818,0.10998272346117313,0.13577691148555665,0.36415261756876666,0.36415261756876666
33,0.23008358766995027,0.10817003899710667,0.13545897482578856,0.3643300798580301,0.3643300798580302
34,0.23019539446780357,0.10823370466607696,0.13550736889217405,0.3645075421472937,0.3645075421472937
35,0.23075442845707012,0.10896065819987238,0.13575072241607997,0.3653948535936114,0.36539485359361135
36,0.23086623525492345,0.10902546289757087,0.13579904394710487,0.3655723158828748,0.36557231588287487
37,0.23086623525492345,0.10902546289757087,0.13579904394710487,0.3655723158828748,0.36557231588287487
