recall,precision,macrof1,microf1,acc
0.06470314441328934,0.03197157567787697,0.04278849807807356,0.1043643263757116,0.10436432637571158
0.06470314441328934,0.03197157567787697,0.04278849807807356,0.1043643263757116,0.10436432637571158
0.06470314441328934,0.03197157567787697,0.04278849807807356,0.1043643263757116,0.10436432637571158
0.06470314441328934,0.03197157567787697,0.04278849807807356,0.1043643263757116,0.10436432637571158
0.06470314441328934,0.03197157567787697,0.04278849807807356,0.1043643263757116,0.10436432637571158
0.06470314441328934,0.03197157567787697,0.04278849807807356,0.1043643263757116,0.10436432637571158
0.10335048740845842,0.04821510374383383,0.06535055359364293,0.17267552182163187,0.17267552182163187
0.10335048740845842,0.04821510374383383,0.06535055359364293,0.17267552182163187,0.17267552182163187
0.10335048740845842,0.04821510374383383,0.06535055359364293,0.17267552182163187,0.17267552182163187
0.10335048740845842,0.04821510374383383,0.06535055359364293,0.17267552182163187,0.17267552182163187
0.10335048740845842,0.04821510374383383,0.06535055359364293,0.17267552182163187,0.17267552182163187
0.10335048740845842,0.04821510374383383,0.06535055359364293,0.17267552182163187,0.17267552182163187
0.2595276435856146,0.12165283763688217,0.16519505259434475,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.12165283763688217,0.16519505259434475,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.12165283763688217,0.16519505259434475,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.12165283763688217,0.16519505259434475,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.12165283763688217,0.16519505259434475,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.12165283763688217,0.16519505259434475,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.12165283763688217,0.16519505259434475,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.1114827735334276,0.15596772863884836,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.1114827735334276,0.15596772863884836,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.1114827735334276,0.15596772863884836,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.1114827735334276,0.15596772863884836,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.1114827735334276,0.15596772863884836,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.1114827735334276,0.15596772863884836,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.1114827735334276,0.15596772863884836,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.1114827735334276,0.15596772863884836,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.1114827735334276,0.15596772863884836,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.1114827735334276,0.15596772863884836,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.1114827735334276,0.15596772863884836,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.1114827735334276,0.15596772863884836,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.1114827735334276,0.15596772863884836,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.1114827735334276,0.15596772863884836,0.2998102466793169,0.2998102466793169
0.2595276435856146,0.1114827735334276,0.15596772863884836,0.2998102466793169,0.2998102466793169
